epoch,train_loss,valid_loss
1,0.9074359089136124,0.9192858934402466
2,0.8855571448802948,0.88550865650177
3,0.867986410856247,0.8729807734489441
4,0.8666869550943375,0.8157504200935364
5,0.8461573421955109,0.8277375102043152
6,0.8161780834197998,0.8477765917778015
7,0.8014750778675079,0.8474708795547485
8,0.7936495989561081,0.8109380602836609
9,0.7658976167440414,0.7602667808532715
10,0.7558661699295044,0.7152060866355896
11,0.7428181320428848,0.766804575920105
12,0.7403768748044968,0.761539101600647
13,0.7297355234622955,0.7395061254501343
14,0.7136332392692566,0.7223814725875854
15,0.7055211812257767,0.6877506971359253
16,0.7038944512605667,0.7351160049438477
17,0.681906446814537,0.7037180662155151
18,0.6901054978370667,0.6977631449699402
19,0.6858290582895279,0.7061413526535034
20,0.6703039109706879,0.709027886390686
21,0.6577386111021042,0.6763789057731628
22,0.6850596815347672,0.6777926087379456
23,0.638412669301033,0.6770145893096924
24,0.6586675941944122,0.6725041270256042
25,0.6556890606880188,0.6750742793083191
26,0.6551505774259567,0.6762110590934753
27,0.6616808474063873,0.6113462448120117
28,0.6282986849546432,0.7252132892608643
29,0.6205203384160995,0.6269978284835815
30,0.6491125822067261,0.637600839138031
31,0.6312952488660812,0.6633263826370239
32,0.6149058490991592,0.6804136633872986
33,0.6370687335729599,0.6492215394973755
34,0.6270876228809357,0.6373738646507263
35,0.6189219504594803,0.6952783465385437
36,0.6253826022148132,0.6317809224128723
37,0.6208004802465439,0.636613667011261
38,0.6309165358543396,0.5965662598609924
39,0.6142321527004242,0.5941195487976074
40,0.6025353074073792,0.6330162286758423
41,0.5937099456787109,0.6211029291152954
42,0.5975474715232849,0.605894148349762
43,0.5900192409753799,0.6223864555358887
44,0.5928296744823456,0.6111445426940918
45,0.5963307023048401,0.5845773816108704
46,0.5909773856401443,0.5753509998321533
47,0.5970240831375122,0.6148537397384644
48,0.5880116671323776,0.6057273745536804
49,0.586439922451973,0.6144421696662903
50,0.5790716856718063,0.5951502323150635
51,0.599901869893074,0.5878186225891113
52,0.6025780737400055,0.5974224805831909
53,0.6206540167331696,0.6321537494659424
54,0.6073599010705948,0.6179896593093872
55,0.5811149179935455,0.569366455078125
56,0.6043360829353333,0.6116226315498352
57,0.604299783706665,0.5982438325881958
58,0.5832287520170212,0.5804232954978943
59,0.5786906629800797,0.6067914962768555
60,0.5789212733507156,0.6247673630714417
61,0.610976368188858,0.563226044178009
62,0.5882868766784668,0.608955979347229
63,0.5993606299161911,0.6194545030593872
64,0.5818784087896347,0.5828589200973511
65,0.5820204019546509,0.6112526655197144
66,0.572280690073967,0.5925778150558472
67,0.5954953730106354,0.5942670106887817
68,0.5508198291063309,0.5932812690734863
69,0.5923081636428833,0.6296831965446472
70,0.5744801759719849,0.63477623462677
