mean,final
0.918217658996582,0.918217658996582
0.9157512933015823,0.9157512933015823
0.9157775491476059,0.9157775491476059
0.9157747626304626,0.9157747626304626
0.914352297782898,0.9129851311445236
0.9125203192234039,0.9077982008457184
0.912726640701294,0.9043651521205902
0.9143924713134766,0.9032055586576462
0.9151576161384583,0.901934340596199
0.89852175116539,0.8670038133859634
0.888323649764061,0.8434263318777084
0.8817442208528519,0.826171025633812
0.8512926697731018,0.7643357068300247
0.8439812362194061,0.7474924027919769
0.8410405963659286,0.7397632151842117
0.8085292130708694,0.6828056126832962
0.8094105869531631,0.6847500801086426
0.808034285902977,0.6832908540964127
0.7735584676265717,0.6264371573925018
0.7735161483287811,0.6260039061307907
0.7452479600906372,0.5794008523225784
0.7450580149888992,0.5800757706165314
0.7231277376413345,0.5434209406375885
0.7180540263652802,0.5338417440652847
0.7243190854787827,0.5432077795267105
0.696689635515213,0.5077715218067169
0.7045120745897293,0.5160416066646576
0.6757650822401047,0.4726341962814331
0.6726928353309631,0.46846675127744675
0.6568003296852112,0.447857066988945
0.6513891369104385,0.44034235924482346
0.6316780298948288,0.41279076784849167
0.6288690119981766,0.4088197201490402
0.6167136132717133,0.39469006657600403
0.5991455465555191,0.37223057448863983
0.6034686863422394,0.37634556740522385
0.5767028033733368,0.3462722450494766
0.5872507840394974,0.35820142179727554
0.5704136937856674,0.33967894315719604
0.5692737251520157,0.33892370760440826
0.565471887588501,0.33327698707580566
0.5482148230075836,0.31718354672193527
0.5575099587440491,0.33243271708488464
0.5507473945617676,0.328346885740757
0.5493402034044266,0.33303216844797134
0.5624084770679474,0.3490111753344536
0.5485818386077881,0.33371201902627945
0.5422359108924866,0.32712622731924057
0.5377058684825897,0.32110751420259476
0.5391522198915482,0.32696427404880524
0.5476304888725281,0.33496231585741043
0.5413790494203568,0.33077601343393326
0.5216674357652664,0.3113488182425499
0.5109735578298569,0.29701294004917145
0.4963099882006645,0.2806473448872566
0.4973326101899147,0.281593956053257
0.49064192175865173,0.27267272025346756
0.48997361958026886,0.27077721804380417
0.4999728575348854,0.2767021507024765
0.49963250011205673,0.28067994862794876
0.5059690251946449,0.2880780026316643
0.5259402543306351,0.3093511760234833
0.526367112994194,0.3093995824456215
0.5220294892787933,0.3047799915075302
0.5326380580663681,0.31567858159542084
0.5461149513721466,0.3322899043560028
0.5623837411403656,0.35249361395835876
0.5803498923778534,0.3779882863163948
0.608282744884491,0.42002806067466736
0.6303005665540695,0.4545639231801033
