epoch,train_loss,valid_loss
1,0.7741413712501526,0.7496646642684937
2,0.732162594795227,0.7066662311553955
3,0.6921994388103485,0.6723632216453552
4,0.6548060923814774,0.6334289908409119
5,0.6264268904924393,0.6073592901229858
6,0.5954757183790207,0.5770646333694458
7,0.5704400986433029,0.5529186725616455
8,0.5466601103544235,0.5343139171600342
9,0.5284890234470367,0.5132901072502136
10,0.5102817267179489,0.5015222430229187
11,0.4944270923733711,0.48981422185897827
12,0.48218683153390884,0.47475728392601013
13,0.47207923233509064,0.46230071783065796
14,0.46436169743537903,0.4576776921749115
15,0.45573709160089493,0.44750672578811646
16,0.44886691123247147,0.4424554705619812
17,0.44134366512298584,0.435668408870697
18,0.4351191893219948,0.4292965829372406
19,0.4308437630534172,0.42236146330833435
20,0.42594660073518753,0.4205232560634613
21,0.4200367331504822,0.41445890069007874
22,0.4143349677324295,0.40710943937301636
23,0.4104245752096176,0.40631651878356934
24,0.4074060618877411,0.40284475684165955
25,0.40282636135816574,0.3979693055152893
26,0.3981507644057274,0.3941642642021179
27,0.39530008286237717,0.38873085379600525
28,0.389541395008564,0.3845042586326599
29,0.38499948382377625,0.3814769387245178
30,0.3813214674592018,0.37493351101875305
31,0.3772423639893532,0.36896124482154846
32,0.37367312610149384,0.3670450747013092
33,0.36994656920433044,0.36543217301368713
34,0.36478740721940994,0.3600093424320221
35,0.3604039177298546,0.35474252700805664
36,0.35778768360614777,0.3504473865032196
37,0.3519033119082451,0.347647488117218
38,0.3484221622347832,0.34361571073532104
39,0.34566033631563187,0.34099677205085754
40,0.3412690982222557,0.33787015080451965
41,0.3377861902117729,0.33359235525131226
42,0.33594557642936707,0.3323962986469269
43,0.33257631957530975,0.3285682201385498
44,0.32849521189928055,0.3251274824142456
45,0.32615959644317627,0.3228093981742859
46,0.32377221435308456,0.31766873598098755
47,0.32217492163181305,0.317581444978714
48,0.3183416277170181,0.3131716549396515
49,0.3161251023411751,0.3116815984249115
50,0.3131532818078995,0.31030482053756714
51,0.3120223730802536,0.3060745894908905
52,0.3089854046702385,0.304649293422699
53,0.30667463690042496,0.30352887511253357
54,0.3052564561367035,0.30199846625328064
55,0.30352187901735306,0.29934757947921753
56,0.30131418257951736,0.29798632860183716
57,0.2990916892886162,0.2951432168483734
58,0.29777245968580246,0.29405641555786133
59,0.2952492758631706,0.2907145321369171
60,0.29456546157598495,0.2901489734649658
61,0.2923334538936615,0.2888011038303375
62,0.2905868589878082,0.2861989140510559
63,0.2897370830178261,0.28404155373573303
64,0.2874417081475258,0.2829265296459198
65,0.2856300324201584,0.2825232744216919
66,0.28425558656454086,0.28086042404174805
67,0.28271546959877014,0.27811646461486816
68,0.2810247093439102,0.27699291706085205
69,0.27967920899391174,0.2756156921386719
70,0.27807434648275375,0.2746661305427551
